,0,1,2,3,4,5,6,7,8,9
RFC_test,0.02455561688976923,0.04083608457365976,0.008689110967676472,0.011289304159391979,0.00040592365016734285,0.03275848545085575,0.017425463275372834,0.014776762155954706,0.007106468742393529,0.04603835892755567
CBO_test,0.0,0.0020092026259173634,0.0028420856911141636,0.01335062546928878,0.017830292973348715,0.009497476870647318,0.002069619225217954,0.0,0.012025207109953112,0.0
MPC_test,0.0,0.02889555260771003,0.0003053109613416529,0.00428063819471928,0.006368612015410741,0.056706623385521175,0.011991433951829457,0.008099367894144819,0.030575644315784984,0.03720372991501233
IFC_test,0.0064552519964378345,0.0,0.006972815479659369,0.0,0.005403215142319736,0.021938748120449245,0.0050888620949177754,0.007835099545933729,0.0007670028363138314,0.008855535150167826
DAC_test,0.008136222654005711,0.0028969115826775675,0.004144030626826978,0.003704870386828888,0.006426774450463341,0.007117214297653245,0.00911263146631535,0.0,0.0,0.0
DAC2_test,0.0,0.0059113387967050166,0.006610095283210174,0.0021591062828505213,0.008190971490918846,0.015073096867757098,0.0,0.0,0.0,0.0
LCOM1_test,0.0762960011058616,0.020905306764966426,0.07579277755175923,0.009584610314403257,0.02720711268670603,0.06794709536416549,0.017315220728711885,0.003472417079244571,0.011770985499454023,0.057085917417616226
LCOM2_test,0.03407693976254988,0.0372508704189942,0.046384485288012776,0.08005635934226733,0.062084500356712646,0.011075404815762233,0.042855763962225187,0.04218700491335383,0.08697077866389102,0.01327211850776912
LCOM3_test,0.002479224417470685,0.0,0.0,0.0,0.0,0.0022721564040643102,0.0,0.003635427108387852,0.002780440746679883,0.006930156201387209
LCOM4_test,0.0,0.006057559565322893,0.032101443719722816,0.005543341254092125,0.025923195703030047,0.011252727977797215,0.0005820804070925492,0.01187472957944046,0.0,0.013044082519130182
CONNECTIVITY_test,0.0,0.019475877138457567,0.019437981240571004,0.0,0.022553059581482144,0.027065395094791177,0.0,0.05075273985932288,0.017165151098311033,0.009214282016308976
LCOM5_test,0.0032916314269972363,0.009684108792041918,0.0,0.006166634335727245,0.0,0.0,0.006278361241352198,0.0,0.003799116260776038,0.0
COH_test,0.0043210058653854275,0.01969430958164499,0.0,0.012486896078693606,0.0,0.0,0.0,0.0037635308629064084,0.0028525551913732104,0.0
TCC_test,0.0016994836171996622,0.0,0.012176497534575096,0.0,0.011032020937440906,0.0,0.0,0.0,0.0,0.008271096059626342
LCC_test,0.009082190472134499,0.015986774932373098,0.0,0.09720765819952555,0.020308726486716472,0.0,0.038573604531773956,0.0027136225880580716,0.05582318106916423,0.008781059819105775
ICH_test,0.009246465585705079,0.01752403459939177,0.007040684606793519,0.0,0.0,0.015796049403333786,0.00019553047366552693,0.003323187530921983,0.005733837523051264,0.0
WMC_test,0.04356765561306566,0.04477154198139771,0.009486836533650159,0.0,0.0799957707974314,0.0062169200865388845,0.013122896239470506,0.03420511647866415,0.013857337545108372,0.022273138294319695
NOA_test,0.0,0.0038295355394939927,0.0,0.0,0.006783953637829421,0.0,0.00974064797081845,0.0024414256497611473,0.0,0.0
NOPA_test,0.006132071083042021,0.0,0.0,0.0007207461617271447,0.0,0.0029238898692938845,0.0,0.0,0.0,0.0
NOP_test,0.0012763017920977213,0.0,0.007253239851644258,0.0,0.015335731482998287,0.0032449112693675973,0.011603583834745593,0.006994776728028465,0.0,0.0
McCABE_test,0.015517691012986968,0.006125722251647515,0.06470719055762177,0.00874753983211994,0.0,0.03662514152800284,0.03552619301319208,0.07559298716666378,0.03203567032441665,0.07060668628854505
BUSWEIMER_test,0.0,0.010867538925313528,0.005868776186027723,0.0,0.0032706113395611406,0.0,0.005139685215449045,0.0,0.0010386496741749795,0.0
csm_CDSBP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
csm_CC,0.0,0.0,0.0,0.0025686955545044434,0.0,0.0,0.0,0.0,0.0,0.0
csm_FD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
csm_Blob,0.002349107039782219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
csm_SC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
csm_MC,0.001175618537195369,0.03212791293474598,0.0,0.0,0.0121665085301308,0.010450083909846688,0.010094786577224416,0.0,0.0,0.015389708574489055
csm_LM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
csm_FE,0.0,0.006169480458422514,0.0,0.005403366829424737,0.0,0.0,0.0,0.015332843545777559,0.03804208147717638,0.0567032784337666
prod_readability,0.003766433057217988,0.0025485082695577803,0.0,0.0,0.018295745826867046,0.0,0.01787724017383676,0.0026614498160143843,0.0,0.00474874824678877
test_readability,0.018905129810167284,0.010070928861275178,0.016516881136289106,0.006869649756418887,0.0036095743863651833,5.6385784675981516e-05,0.0,0.005011211460063574,0.008043462138203915,0.0034883434984745282
